year,category,occupation,count_all,avg_salary
2000,"Social Service","Law enforcement workers, nec",216622,10284.10502382698
2000,"Corporate","Sales Representatives, Services, All Other",709726,61976.9238768571
2000,"Social Service","Entertainment Attendants and Related Workers, nec",235630,16634.446958489254
2000,"Food Preparation and Serving","Combined Food Preparation and Serving Workers, Including Fast Food",510407,10988.283665696074
2000,"Social Service","Ushers, Lobby Attendants, and Ticket Takers",84674,16289.6665574623
2000,"Arts, Design, Entertainment, Sports, and Media","Athletes, Coaches, Umpires, and Related Workers",263786,31143.39187801738
2000,"Social Service","Personal Care Aides",419644,17767.97757192855
2000,"Community and Social Services","Religious Workers, nec",109990,27153.380523288182
2000,"Education, Training, and Library","Preschool and Kindergarten Teachers",552913,19809.352321825234
2000,"Education, Training, and Library","Education, Training, and Library Workers, nec",66379,50874.6649197213
2000,"Arts, Design, Entertainment, Sports, and Media","Technical Writers",83177,59792.45066666667
2000,"Social Service","Police Officers and Detectives",787910,57657.41407579596
2000,"Installation, Maintenance, and Repair","Electrical and electronics repairers, transportation equipment, and industrial and utility",22261,50356.88341290893
2000,"Production","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",109755,34266.49328413284
2000,"Installation, Maintenance, and Repair","Bus and Truck Mechanics and Diesel Engine Specialists",355563,40923.14823139278
2000,"Architecture and Engineering","Electrical and Electronics Engineers",347888,84794.98506420647
2000,"Arts, Design, Entertainment, Sports, and Media","Media and Communication Workers, nec",74960,32952.251969265795
2000,"Corporate","Couriers and Messengers",250729,30284.568409341824
2000,"Food Preparation and Serving","Bartenders",417751,19375.07437642604
2000,"Social Service","Dentists",172238,176051.72192480837
2000,"Transportation and Material Moving","Parking Lot Attendants",82912,19927.91345072273
2000,"Construction","Electricians",842707,46171.684298229
2000,"Social Service","Hairdressers, Hairstylists, and Cosmetologists",815304,21613.750089193825
2000,"Architecture and Engineering","Engineers, nec",374168,83019.52078376972
2000,"Corporate","Interviewers, Except Eligibility and Loan",277886,21195.96845833911
2000,"Social Service","Health Technologists and Technicians, nec",100115,44227.70352664241
2000,"Social Service","Medical Records and Health Information Technicians",121765,26807.884430592992
2000,"Business Operations Specialists","Other Business Operations and Management Specialists",273584,48510.851242924706
2000,"Food Preparation and Serving","Dishwashers",419242,8985.765644926516
2000,"Social Service","Occupational Therapists",73008,49104.67164750958
2000,"Computer and Mathematical","Software Developers, Applications and Systems Software",765177,84629.39800736928
2000,"Social Service","Barbers",112089,28236.278991140844
2000,"Construction","First-Line Supervisors of Construction Trades and Extraction Workers",1096671,55919.91431780396
2000,"Social Service","Licensed Practical and Licensed Vocational Nurses",732842,30477.01999478379
2000,"Management in Business, Science, and Arts","Human Resources Managers",521876,64372.471552498486
2000,"Production","Laundry and Dry-Cleaning Workers",302796,19999.73587244763
2000,"Production","Metal Furnace Operators, Tenders, Pourers, and Casters",41831,40183.34712793733
2000,"Production","Helpers--Production Workers",75444,21860.655316657798
2000,"Installation, Maintenance, and Repair","Maintenance and Repair Workers, General",537962,38928.45532896902
2000,"Arts, Design, Entertainment, Sports, and Media","Editors, News Analysts, Reporters, and Correspondents",310453,51905.11063073
2000,"Financial Specialists","Insurance Underwriters",95169,56095.59370071478
2000,"Management in Business, Science, and Arts","Architectural and Engineering Managers",177705,117867.94763694034
2000,"Management in Business, Science, and Arts","Purchasing Managers",217483,70856.98898300146
